name,command,clear
OVERLAY DDR2 KNOB 252,~6FC,
OVERLAY DDR2 KNOB 253,~6FD,
OVERLAY DDR2 KNOB 254,~6FE,
OVERLAY DDR2 KNOB 255,~6FF,
OVERLAY TXT KNOB 0,~700,
OVERLAY TXT KNOB 1,~701,
OVERLAY TXT KNOB 2,~702,
OVERLAY TXT KNOB 3,~703,
OVERLAY TXT KNOB 4,~704,
OVERLAY TXT KNOB 5,~705,
OVERLAY TXT KNOB 6,~706,
OVERLAY TXT KNOB 7,~707,
OVERLAY TXT KNOB 8,~708,
OVERLAY TXT KNOB 9,~709,
OVERLAY TXT KNOB 10,~70A,
OVERLAY TXT KNOB 11,~70B,
OVERLAY TXT KNOB 12,~70C,
OVERLAY TXT KNOB 13,~70D,
OVERLAY TXT KNOB 14,~70E,
OVERLAY TXT KNOB 15,~70F,
OVERLAY TXT KNOB 16,~710,
OVERLAY TXT KNOB 17,~711,
OVERLAY TXT KNOB 18,~712,
OVERLAY TXT KNOB 19,~713,
OVERLAY TXT KNOB 20,~714,
OVERLAY TXT KNOB 21,~715,
OVERLAY TXT KNOB 22,~716,
OVERLAY TXT KNOB 23,~717,
OVERLAY TXT KNOB 24,~718,
OVERLAY TXT KNOB 25,~719,
OVERLAY TXT KNOB 26,~71A,
OVERLAY TXT KNOB 27,~71B,
OVERLAY TXT KNOB 28,~71C,
OVERLAY TXT KNOB 29,~71D,
OVERLAY TXT KNOB 30,~71E,
OVERLAY TXT KNOB 31,~71F,
OVERLAY TXT KNOB 32,~720,
OVERLAY TXT KNOB 33,~721,
OVERLAY TXT KNOB 34,~722,
OVERLAY TXT KNOB 35,~723,
OVERLAY TXT KNOB 36,~724,
OVERLAY TXT KNOB 37,~725,
OVERLAY TXT KNOB 38,~726,
OVERLAY TXT KNOB 39,~727,
OVERLAY TXT KNOB 40,~728,
OVERLAY TXT KNOB 41,~729,
OVERLAY TXT KNOB 42,~72A,
OVERLAY TXT KNOB 43,~72B,
OVERLAY TXT KNOB 44,~72C,
OVERLAY TXT KNOB 45,~72D,
OVERLAY TXT KNOB 46,~72E,
OVERLAY TXT KNOB 47,~72F,
OVERLAY TXT KNOB 48,~730,
OVERLAY TXT KNOB 49,~731,
OVERLAY TXT KNOB 50,~732,
OVERLAY TXT KNOB 51,~733,
OVERLAY TXT KNOB 52,~734,
OVERLAY TXT KNOB 53,~735,
OVERLAY TXT KNOB 54,~736,
OVERLAY TXT KNOB 55,~737,
OVERLAY TXT KNOB 56,~738,
OVERLAY TXT KNOB 57,~739,
OVERLAY TXT KNOB 58,~73A,
OVERLAY TXT KNOB 59,~73B,
OVERLAY TXT KNOB 60,~73C,
OVERLAY TXT KNOB 61,~73D,
OVERLAY TXT KNOB 62,~73E,
OVERLAY TXT KNOB 63,~73F,
OVERLAY TXT KNOB 64,~740,
OVERLAY TXT KNOB 65,~741,
OVERLAY TXT KNOB 66,~742,
OVERLAY TXT KNOB 67,~743,
OVERLAY TXT KNOB 68,~744,
OVERLAY TXT KNOB 69,~745,
OVERLAY TXT KNOB 70,~746,
OVERLAY TXT KNOB 71,~747,
OVERLAY TXT KNOB 72,~748,
OVERLAY TXT KNOB 73,~749,
OVERLAY TXT KNOB 74,~74A,
OVERLAY TXT KNOB 75,~74B,
OVERLAY TXT KNOB 76,~74C,
OVERLAY TXT KNOB 77,~74D,
OVERLAY TXT KNOB 78,~74E,
OVERLAY TXT KNOB 79,~74F,
OVERLAY TXT KNOB 80,~750,
OVERLAY TXT KNOB 81,~751,
OVERLAY TXT KNOB 82,~752,
OVERLAY TXT KNOB 83,~753,
OVERLAY TXT KNOB 84,~754,
OVERLAY TXT KNOB 85,~755,
OVERLAY TXT KNOB 86,~756,
OVERLAY TXT KNOB 87,~757,
OVERLAY TXT KNOB 88,~758,
OVERLAY TXT KNOB 89,~759,
OVERLAY TXT KNOB 90,~75A,
OVERLAY TXT KNOB 91,~75B,
OVERLAY TXT KNOB 92,~75C,
OVERLAY TXT KNOB 93,~75D,
OVERLAY TXT KNOB 94,~75E,
OVERLAY TXT KNOB 95,~75F,
OVERLAY TXT KNOB 96,~760,
OVERLAY TXT KNOB 97,~761,
OVERLAY TXT KNOB 98,~762,
OVERLAY TXT KNOB 99,~763,
OVERLAY TXT KNOB 100,~764,
OVERLAY TXT KNOB 101,~765,
OVERLAY TXT KNOB 102,~766,
OVERLAY TXT KNOB 103,~767,
OVERLAY TXT KNOB 104,~768,
OVERLAY TXT KNOB 105,~769,
OVERLAY TXT KNOB 106,~76A,
OVERLAY TXT KNOB 107,~76B,
OVERLAY TXT KNOB 108,~76C,
OVERLAY TXT KNOB 109,~76D,
OVERLAY TXT KNOB 110,~76E,
OVERLAY TXT KNOB 111,~76F,
OVERLAY TXT KNOB 112,~770,
OVERLAY TXT KNOB 113,~771,
OVERLAY TXT KNOB 114,~772,
OVERLAY TXT KNOB 115,~773,
OVERLAY TXT KNOB 116,~774,
OVERLAY TXT KNOB 117,~775,
OVERLAY TXT KNOB 118,~776,
OVERLAY TXT KNOB 119,~777,
OVERLAY TXT KNOB 120,~778,
OVERLAY TXT KNOB 121,~779,
OVERLAY TXT KNOB 122,~77A,
OVERLAY TXT KNOB 123,~77B,
OVERLAY TXT KNOB 124,~77C,
OVERLAY TXT KNOB 125,~77D,
OVERLAY TXT KNOB 126,~77E,
OVERLAY TXT KNOB 127,~77F,
OVERLAY TXT KNOB 128,~780,
OVERLAY TXT KNOB 129,~781,
OVERLAY TXT KNOB 130,~782,
OVERLAY TXT KNOB 131,~783,
OVERLAY TXT KNOB 132,~784,
OVERLAY TXT KNOB 133,~785,
OVERLAY TXT KNOB 134,~786,
OVERLAY TXT KNOB 135,~787,
OVERLAY TXT KNOB 136,~788,
OVERLAY TXT KNOB 137,~789,
OVERLAY TXT KNOB 138,~78A,
OVERLAY TXT KNOB 139,~78B,
OVERLAY TXT KNOB 140,~78C,
OVERLAY TXT KNOB 141,~78D,
OVERLAY TXT KNOB 142,~78E,
OVERLAY TXT KNOB 143,~78F,
OVERLAY TXT KNOB 144,~790,
OVERLAY TXT KNOB 145,~791,
OVERLAY TXT KNOB 146,~792,
OVERLAY TXT KNOB 147,~793,
OVERLAY TXT KNOB 148,~794,
OVERLAY TXT KNOB 149,~795,
OVERLAY TXT KNOB 150,~796,
OVERLAY TXT KNOB 151,~797,
OVERLAY TXT KNOB 152,~798,
OVERLAY TXT KNOB 153,~799,
OVERLAY TXT KNOB 154,~79A,
OVERLAY TXT KNOB 155,~79B,
OVERLAY TXT KNOB 156,~79C,
OVERLAY TXT KNOB 157,~79D,
OVERLAY TXT KNOB 158,~79E,
OVERLAY TXT KNOB 159,~79F,
OVERLAY TXT KNOB 160,~7A0,
OVERLAY TXT KNOB 161,~7A1,
OVERLAY TXT KNOB 162,~7A2,
OVERLAY TXT KNOB 163,~7A3,
OVERLAY TXT KNOB 164,~7A4,
OVERLAY TXT KNOB 165,~7A5,
OVERLAY TXT KNOB 166,~7A6,
OVERLAY TXT KNOB 167,~7A7,
OVERLAY TXT KNOB 168,~7A8,
OVERLAY TXT KNOB 169,~7A9,
OVERLAY TXT KNOB 170,~7AA,
OVERLAY TXT KNOB 171,~7AB,
OVERLAY TXT KNOB 172,~7AC,
OVERLAY TXT KNOB 173,~7AD,
OVERLAY TXT KNOB 174,~7AE,
OVERLAY TXT KNOB 175,~7AF,
OVERLAY TXT KNOB 176,~7B0,
OVERLAY TXT KNOB 177,~7B1,
OVERLAY TXT KNOB 178,~7B2,
OVERLAY TXT KNOB 179,~7B3,
OVERLAY TXT KNOB 180,~7B4,
OVERLAY TXT KNOB 181,~7B5,
OVERLAY TXT KNOB 182,~7B6,
OVERLAY TXT KNOB 183,~7B7,
OVERLAY TXT KNOB 184,~7B8,
OVERLAY TXT KNOB 185,~7B9,
OVERLAY TXT KNOB 186,~7BA,
OVERLAY TXT KNOB 187,~7BB,
OVERLAY TXT KNOB 188,~7BC,
OVERLAY TXT KNOB 189,~7BD,
OVERLAY TXT KNOB 190,~7BE,
OVERLAY TXT KNOB 191,~7BF,
OVERLAY TXT KNOB 192,~7C0,
OVERLAY TXT KNOB 193,~7C1,
OVERLAY TXT KNOB 194,~7C2,
OVERLAY TXT KNOB 195,~7C3,
OVERLAY TXT KNOB 196,~7C4,
OVERLAY TXT KNOB 197,~7C5,
OVERLAY TXT KNOB 198,~7C6,
OVERLAY TXT KNOB 199,~7C7,
OVERLAY TXT KNOB 200,~7C8,
OVERLAY TXT KNOB 201,~7C9,
OVERLAY TXT KNOB 202,~7CA,
OVERLAY TXT KNOB 203,~7CB,
OVERLAY TXT KNOB 204,~7CC,
OVERLAY TXT KNOB 205,~7CD,
OVERLAY TXT KNOB 206,~7CE,
OVERLAY TXT KNOB 207,~7CF,
OVERLAY TXT KNOB 208,~7D0,
OVERLAY TXT KNOB 209,~7D1,
OVERLAY TXT KNOB 210,~7D2,
OVERLAY TXT KNOB 211,~7D3,
OVERLAY TXT KNOB 212,~7D4,
OVERLAY TXT KNOB 213,~7D5,
OVERLAY TXT KNOB 214,~7D6,
OVERLAY TXT KNOB 215,~7D7,
OVERLAY TXT KNOB 216,~7D8,
OVERLAY TXT KNOB 217,~7D9,
OVERLAY TXT KNOB 218,~7DA,
OVERLAY TXT KNOB 219,~7DB,
OVERLAY TXT KNOB 220,~7DC,
OVERLAY TXT KNOB 221,~7DD,
OVERLAY TXT KNOB 222,~7DE,
OVERLAY TXT KNOB 223,~7DF,
OVERLAY TXT KNOB 224,~7E0,
OVERLAY TXT KNOB 225,~7E1,
OVERLAY TXT KNOB 226,~7E2,
OVERLAY TXT KNOB 227,~7E3,
OVERLAY TXT KNOB 228,~7E4,
OVERLAY TXT KNOB 229,~7E5,
OVERLAY TXT KNOB 230,~7E6,
OVERLAY TXT KNOB 231,~7E7,
OVERLAY TXT KNOB 232,~7E8,
OVERLAY TXT KNOB 233,~7E9,
OVERLAY TXT KNOB 234,~7EA,
OVERLAY TXT KNOB 235,~7EB,
OVERLAY TXT KNOB 236,~7EC,
OVERLAY TXT KNOB 237,~7ED,
OVERLAY TXT KNOB 238,~7EE,
OVERLAY TXT KNOB 239,~7EF,
OVERLAY TXT KNOB 240,~7F0,
OVERLAY TXT KNOB 241,~7F1,
OVERLAY TXT KNOB 242,~7F2,
OVERLAY TXT KNOB 243,~7F3,
OVERLAY TXT KNOB 244,~7F4,
OVERLAY TXT KNOB 245,~7F5,
OVERLAY TXT KNOB 246,~7F6,
OVERLAY TXT KNOB 247,~7F7,
OVERLAY TXT KNOB 248,~7F8,
OVERLAY TXT KNOB 249,~7F9,
OVERLAY TXT KNOB 250,~7FA,
OVERLAY TXT KNOB 251,~7FB,
OVERLAY TXT KNOB 252,~7FC,
OVERLAY TXT KNOB 253,~7FD,
OVERLAY TXT KNOB 254,~7FE,
OVERLAY TXT KNOB 255,~7FF,
